"recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend"
11,"3) $200 - $350",333.78,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0
3,"4) $350 - $500",429.12,1,0,"Urban",0,"Multichannel","Womens E-Mail",0,0,0
2,"2) $100 - $200",180.03,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",98.65,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",92.81,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",55.95,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
10,"1) $0 - $100",50.23,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
7,"3) $200 - $350",281.79,0,1,"Rural",1,"Phone","Womens E-Mail",1,0,0
1,"3) $200 - $350",232.98,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
5,"3) $200 - $350",259.96,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
12,"4) $350 - $500",483.94,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
6,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
9,"2) $100 - $200",179.72,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0
2,"5) $500 - $750",583.93,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
10,"1) $0 - $100",48.98,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"2) $100 - $200",131.54,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"4) $350 - $500",354.88,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
11,"1) $0 - $100",96.53,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
2,"7) $1,000 +",1673.89,1,0,"Surburban",1,"Web","Womens E-Mail",1,0,0
12,"1) $0 - $100",77.07,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
10,"3) $200 - $350",305.96,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0
3,"1) $0 - $100",45.04,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
4,"3) $200 - $350",281.28,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",59.82,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
7,"2) $100 - $200",130.9,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",269.72,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
4,"3) $200 - $350",203.73,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
8,"1) $0 - $100",32.72,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",166.77,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
4,"1) $0 - $100",78.6,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
8,"2) $100 - $200",141.33,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
12,"2) $100 - $200",135.24,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
6,"5) $500 - $750",747.19,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
10,"3) $200 - $350",203.87,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"3) $200 - $350",243.17,0,1,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
6,"2) $100 - $200",101.42,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
10,"2) $100 - $200",162.79,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
10,"2) $100 - $200",191.69,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",185.72,0,1,"Surburban",0,"Web","Womens E-Mail",1,0,0
1,"3) $200 - $350",338.2,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
3,"1) $0 - $100",30.7,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
6,"4) $350 - $500",383.9,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
11,"2) $100 - $200",120.47,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
7,"2) $100 - $200",146.53,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
3,"1) $0 - $100",47.69,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"6) $750 - $1,000",962.96,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",38.59,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
7,"2) $100 - $200",117.86,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
5,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
10,"2) $100 - $200",147.01,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
9,"5) $500 - $750",501.7,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
2,"5) $500 - $750",545.83,0,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
10,"2) $100 - $200",183.34,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
5,"1) $0 - $100",50.92,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"2) $100 - $200",107.15,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
5,"1) $0 - $100",55.64,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",673.71,0,1,"Surburban",1,"Phone","Womens E-Mail",1,0,0
10,"1) $0 - $100",83.47,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0
8,"5) $500 - $750",741.86,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0
9,"2) $100 - $200",189.59,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
6,"4) $350 - $500",353.74,1,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"2) $100 - $200",100.6,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0
1,"2) $100 - $200",103.79,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
1,"3) $200 - $350",228.05,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
7,"3) $200 - $350",316.3,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
2,"2) $100 - $200",125.99,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
2,"3) $200 - $350",218.55,1,0,"Urban",0,"Multichannel","Womens E-Mail",0,0,0
4,"5) $500 - $750",544.37,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
9,"3) $200 - $350",218.27,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
2,"1) $0 - $100",49.83,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0
2,"1) $0 - $100",58.37,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
2,"5) $500 - $750",579.54,0,1,"Urban",1,"Web","Womens E-Mail",1,1,29.99
1,"2) $100 - $200",103.7,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
9,"1) $0 - $100",77.98,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0
10,"1) $0 - $100",54.9,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
6,"1) $0 - $100",85.54,0,1,"Urban",1,"Web","Womens E-Mail",1,0,0
2,"5) $500 - $750",719.68,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
4,"2) $100 - $200",149.03,1,0,"Rural",1,"Web","Womens E-Mail",0,0,0
7,"1) $0 - $100",53.44,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
8,"1) $0 - $100",66.36,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
9,"3) $200 - $350",307.96,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0
7,"3) $200 - $350",272.37,1,1,"Urban",0,"Web","Womens E-Mail",0,0,0
3,"7) $1,000 +",1065.76,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"1) $0 - $100",81.1,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
9,"2) $100 - $200",135.61,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
4,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",134.34,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
3,"2) $100 - $200",151.98,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0
12,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Womens E-Mail",1,0,0
8,"2) $100 - $200",140.32,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
5,"4) $350 - $500",484.41,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
3,"2) $100 - $200",132.78,1,0,"Surburban",0,"Web","Womens E-Mail",1,0,0
1,"2) $100 - $200",115.02,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",38.42,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
2,"4) $350 - $500",386.6,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",47.12,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"3) $200 - $350",306.03,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
9,"4) $350 - $500",396.82,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0
6,"1) $0 - $100",32.06,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
10,"3) $200 - $350",293.42,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
3,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
1,"4) $350 - $500",369.68,0,1,"Urban",0,"Web","Womens E-Mail",1,0,0
2,"2) $100 - $200",102.7,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"1) $0 - $100",91.3,0,1,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
6,"2) $100 - $200",171.58,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0
2,"4) $350 - $500",436.15,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0
10,"4) $350 - $500",391.54,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0
2,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
6,"1) $0 - $100",81.39,0,1,"Rural",0,"Phone","Womens E-Mail",1,1,182.91
2,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
9,"2) $100 - $200",113.6,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
11,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
1,"6) $750 - $1,000",928.04,1,1,"Rural",1,"Web","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
2,"4) $350 - $500",459.29,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0
11,"2) $100 - $200",118.35,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"3) $200 - $350",251.59,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",44.44,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",90.84,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
12,"5) $500 - $750",556.63,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
11,"3) $200 - $350",267.41,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
9,"2) $100 - $200",182.83,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
8,"2) $100 - $200",199.38,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
1,"1) $0 - $100",40.15,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
2,"5) $500 - $750",573.62,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
1,"7) $1,000 +",1011.46,1,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
5,"1) $0 - $100",51.87,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
3,"1) $0 - $100",61.85,0,1,"Rural",1,"Web","Womens E-Mail",0,0,0
9,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
11,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",292.83,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
9,"2) $100 - $200",162.41,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
6,"2) $100 - $200",145.63,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0
1,"5) $500 - $750",738.54,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
2,"1) $0 - $100",42.77,1,0,"Surburban",0,"Web","Womens E-Mail",0,0,0
1,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
7,"3) $200 - $350",285.76,1,0,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
6,"1) $0 - $100",40.75,0,1,"Urban",1,"Phone","Womens E-Mail",1,0,0
4,"1) $0 - $100",52.21,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
4,"3) $200 - $350",304.86,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",46.37,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
2,"1) $0 - $100",96.07,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",194.54,1,0,"Rural",0,"Web","Womens E-Mail",0,0,0
2,"2) $100 - $200",122.92,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0
3,"4) $350 - $500",359.05,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",95.07,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"2) $100 - $200",178.62,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",89.89,0,1,"Rural",1,"Phone","Womens E-Mail",0,0,0
8,"4) $350 - $500",416.16,1,1,"Rural",0,"Web","Womens E-Mail",0,0,0
11,"1) $0 - $100",59.22,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0
11,"2) $100 - $200",129.29,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"3) $200 - $350",346.72,1,1,"Surburban",1,"Web","Mens E-Mail",1,0,0
12,"3) $200 - $350",242.3,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
9,"3) $200 - $350",224.82,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
9,"6) $750 - $1,000",837.81,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
7,"2) $100 - $200",194.81,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"6) $750 - $1,000",916.66,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
7,"5) $500 - $750",687.81,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
10,"1) $0 - $100",48.94,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"4) $350 - $500",390.09,1,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
8,"3) $200 - $350",226.69,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
3,"3) $200 - $350",213.95,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
8,"3) $200 - $350",319.96,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0
1,"2) $100 - $200",181.03,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
6,"2) $100 - $200",112.2,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",82.91,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
10,"1) $0 - $100",82.59,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0
8,"1) $0 - $100",59.76,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
7,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",55.39,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
2,"4) $350 - $500",410.06,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0
7,"3) $200 - $350",301.96,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
9,"1) $0 - $100",63.31,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
1,"5) $500 - $750",553.46,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
5,"3) $200 - $350",299.34,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
4,"4) $350 - $500",496.27,1,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
6,"1) $0 - $100",90.84,0,1,"Urban",0,"Web","Womens E-Mail",0,0,0
10,"1) $0 - $100",38.41,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",144.03,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
6,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
1,"7) $1,000 +",1395.72,0,1,"Rural",1,"Multichannel","Womens E-Mail",0,0,0
8,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
2,"5) $500 - $750",677.77,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0
5,"2) $100 - $200",160.22,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",97.03,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
1,"2) $100 - $200",120.91,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
6,"3) $200 - $350",228.25,0,1,"Surburban",0,"Web","Womens E-Mail",1,0,0
1,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Womens E-Mail",1,0,0
8,"1) $0 - $100",69.55,1,0,"Rural",0,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",182.36,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"3) $200 - $350",258.99,1,0,"Urban",1,"Web","Womens E-Mail",0,0,0
1,"5) $500 - $750",526.43,1,1,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
4,"5) $500 - $750",739.8,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
9,"6) $750 - $1,000",756.08,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",302.7,1,0,"Rural",0,"Phone","Womens E-Mail",0,0,0
8,"5) $500 - $750",603.57,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",153.36,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
5,"2) $100 - $200",142.79,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",69.86,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0
6,"5) $500 - $750",598.79,1,0,"Urban",1,"Phone","Womens E-Mail",0,0,0
11,"2) $100 - $200",145.39,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
9,"3) $200 - $350",217.32,0,1,"Surburban",0,"Multichannel","Womens E-Mail",0,0,0
10,"1) $0 - $100",94.16,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"1) $0 - $100",81.74,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
3,"1) $0 - $100",62.8,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
4,"1) $0 - $100",59.4,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
1,"3) $200 - $350",284.16,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
1,"5) $500 - $750",607.69,0,1,"Rural",1,"Web","Womens E-Mail",0,0,0
1,"2) $100 - $200",115.62,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0
2,"7) $1,000 +",1914.85,1,1,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"5) $500 - $750",613.94,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0
5,"2) $100 - $200",103.69,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
1,"5) $500 - $750",612.55,0,1,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
5,"2) $100 - $200",188.37,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",78.17,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
10,"2) $100 - $200",136.05,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
8,"5) $500 - $750",592.46,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
7,"3) $200 - $350",234.13,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
1,"4) $350 - $500",486.47,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0
11,"2) $100 - $200",126.38,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
4,"4) $350 - $500",364.81,0,1,"Surburban",1,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",35.53,1,0,"Rural",1,"Phone","Womens E-Mail",0,0,0
5,"3) $200 - $350",336.19,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0
1,"4) $350 - $500",408.24,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0
2,"4) $350 - $500",487.78,1,0,"Urban",1,"Multichannel","Womens E-Mail",0,0,0
2,"7) $1,000 +",1201.57,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
6,"3) $200 - $350",259.39,1,1,"Urban",1,"Web","Womens E-Mail",0,0,0
3,"6) $750 - $1,000",751.94,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0
2,"5) $500 - $750",636.53,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0
4,"5) $500 - $750",523.18,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
10,"2) $100 - $200",174.76,1,0,"Urban",0,"Phone","Womens E-Mail",0,0,0
3,"1) $0 - $100",47.66,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0
10,"3) $200 - $350",223.76,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0
7,"2) $100 - $200",171.86,1,0,"Urban",0,"Web","Womens E-Mail",0,0,0
2,"7) $1,000 +",2659.89,0,1,"Urban",1,"Web","Womens E-Mail",0,0,0
2,"3) $200 - $350",329.35,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","Womens E-Mail",0,0,0
10,"6) $750 - $1,000",893.85,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0
8,"1) $0 - $100",74.46,0,1,"Urban",0,"Web","Womens E-Mail",1,0,0
2,"5) $500 - $750",612.97,1,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Womens E-Mail",0,0,0
2,"3) $200 - $350",279.52,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0
1,"3) $200 - $350",347.12,1,0,"Surburban",0,"Multichannel","Womens E-Mail",1,0,0
4,"2) $100 - $200",183.57,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
8,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
3,"4) $350 - $500",452.33,0,1,"Rural",0,"Web","Womens E-Mail",0,0,0
1,"4) $350 - $500",490.82,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
7,"4) $350 - $500",419.23,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0
2,"2) $100 - $200",158.78,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
3,"2) $100 - $200",154.81,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0
5,"1) $0 - $100",98.08,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0
6,"1) $0 - $100",48.86,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0
8,"1) $0 - $100",73.57,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0
2,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Womens E-Mail",0,0,0
2,"1) $0 - $100",39.52,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
10,"3) $200 - $350",226.09,1,1,"Urban",0,"Multichannel","Womens E-Mail",1,0,0
1,"3) $200 - $350",281.51,1,0,"Urban",0,"Multichannel","Womens E-Mail",0,0,0
5,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Womens E-Mail",1,1,242.28
10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0
2,"3) $200 - $350",320.79,1,1,"Surburban",1,"Multichannel","Womens E-Mail",1,0,0
4,"3) $200 - $350",295.53,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0
9,"2) $100 - $200",108.1,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0
9,"7) $1,000 +",1052.62,1,0,"Surburban",1,"Multichannel","Womens E-Mail",0,0,0
1,"2) $100 - $200",161.75,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0
7,"4) $350 - $500",452.49,1,0,"Surburban",0,"Phone","Womens E-Mail",0,0,0
1,"1) $0 - $100",46.8,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
6,"5) $500 - $750",689.66,1,0,"Surburban",1,"Web","Womens E-Mail",0,0,0
10,"3) $200 - $350",203.96,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0
3,"6) $750 - $1,000",753.57,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0
7,"2) $100 - $200",142.73,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0
7,"1) $0 - $100",90.48,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0
6,"4) $350 - $500",420.05,0,1,"Surburban",1,"Web","Womens E-Mail",1,0,0
12,"2) $100 - $200",158.02,0,1,"Rural",0,"Phone","Womens E-Mail",0,0,0
2,"2) $100 - $200",194.7,0,1,"Surburban",0,"Phone","Womens E-Mail",0,0,0
3,"1) $0 - $100",42.5,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0
11,"1) $0 - $100",75.63,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0
10,"1) $0 - $100",80.74,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0
9,"3) $200 - $350",260.3,1,0,"Surburban",1,"Phone","Womens E-Mail",0,0,0
5,"5) $500 - $750",512.14,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0
