recency,history,zip_code,channel,segment,visit
2,148.34,Rural,Web,Mens E-Mail,0
11,516.81,Surburban,Web,Womens E-Mail,0
9,99.06,Surburban,Web,Mens E-Mail,0
3,513.15,Surburban,Phone,Mens E-Mail,0
6,191.76,Urban,Phone,Mens E-Mail,1
10,187.81,Surburban,Phone,Mens E-Mail,0
10,99.44,Surburban,Phone,Mens E-Mail,0
10,270.2,Urban,Phone,Mens E-Mail,0
1,388.27,Surburban,Phone,No E-Mail,0
1,415.67,Urban,Web,No E-Mail,0
11,43.72,Surburban,Phone,Womens E-Mail,0
9,95.84,Surburban,Web,Womens E-Mail,0
1,548.07,Urban,Phone,Mens E-Mail,0
5,99.82,Surburban,Web,Mens E-Mail,1
7,438.46,Urban,Web,Mens E-Mail,0
2,79.11,Urban,Phone,Womens E-Mail,0
10,193.5,Urban,Phone,Mens E-Mail,0
7,520.13,Rural,Phone,Womens E-Mail,0
9,39.24,Urban,Phone,Womens E-Mail,1
5,67.71,Urban,Web,Mens E-Mail,0
2,29.99,Surburban,Web,Mens E-Mail,0
2,135.56,Urban,Web,Womens E-Mail,0
4,636.04,Surburban,Multichannel,No E-Mail,0
8,224.82,Surburban,Phone,Womens E-Mail,0
6,62.8,Urban,Phone,Womens E-Mail,0
3,672.24,Rural,Web,Womens E-Mail,0
3,1273.41,Urban,Phone,No E-Mail,0
5,413.44,Surburban,Phone,Mens E-Mail,0
3,246.55,Urban,Multichannel,No E-Mail,0
3,29.99,Urban,Web,No E-Mail,0
10,173.51,Surburban,Phone,Womens E-Mail,0
7,29.99,Surburban,Phone,Womens E-Mail,0
9,232.49,Urban,Multichannel,Womens E-Mail,0
7,33.04,Urban,Web,Mens E-Mail,0
5,153.23,Rural,Web,No E-Mail,0
9,1115.36,Surburban,Multichannel,Womens E-Mail,0
1,915.45,Surburban,Web,Womens E-Mail,0
9,29.99,Surburban,Phone,Womens E-Mail,0
12,226.39,Urban,Web,Womens E-Mail,0
2,51.02,Surburban,Web,Womens E-Mail,0
2,334.05,Urban,Phone,No E-Mail,0
10,29.99,Surburban,Phone,No E-Mail,0
10,83.86,Urban,Phone,Womens E-Mail,0
6,288.12,Urban,Web,Womens E-Mail,0
1,650.18,Urban,Multichannel,No E-Mail,0
7,81.85,Surburban,Web,Womens E-Mail,0
9,331.02,Urban,Web,No E-Mail,1
1,117.45,Surburban,Phone,Womens E-Mail,0
1,282.64,Urban,Web,No E-Mail,0
1,89.38,Urban,Phone,Womens E-Mail,0
1,261.86,Surburban,Web,Mens E-Mail,0
3,191.14,Surburban,Web,Womens E-Mail,0
9,39.62,Surburban,Web,Mens E-Mail,0
11,238.36,Surburban,Phone,Womens E-Mail,1
1,81.48,Surburban,Phone,No E-Mail,0
3,1064.2,Surburban,Multichannel,Mens E-Mail,0
5,166.33,Urban,Web,No E-Mail,1
7,600.18,Surburban,Web,No E-Mail,0
2,81.9,Urban,Phone,No E-Mail,0
10,375.7,Urban,Phone,No E-Mail,0
9,85.35,Urban,Phone,Womens E-Mail,1
9,63.47,Urban,Web,No E-Mail,0
1,288.8,Surburban,Multichannel,No E-Mail,0
4,542.69,Surburban,Multichannel,Womens E-Mail,0
10,223.65,Urban,Phone,Mens E-Mail,0
7,29.99,Surburban,Web,No E-Mail,0
5,78,Surburban,Phone,Womens E-Mail,0
2,51.48,Urban,Phone,No E-Mail,0
9,182.07,Urban,Phone,No E-Mail,0
10,90.89,Surburban,Phone,No E-Mail,0
6,760.17,Surburban,Multichannel,No E-Mail,0
2,286.31,Surburban,Web,No E-Mail,0
3,219.08,Urban,Web,No E-Mail,0
2,41.44,Urban,Phone,Mens E-Mail,0
7,91.83,Surburban,Web,Womens E-Mail,1
9,86.45,Urban,Phone,Mens E-Mail,0
3,142.6,Surburban,Phone,Womens E-Mail,0
1,79.15,Surburban,Phone,Womens E-Mail,0
11,44.12,Rural,Phone,Womens E-Mail,0
6,194.21,Surburban,Phone,Womens E-Mail,0
1,29.99,Surburban,Web,Mens E-Mail,0
1,129.41,Surburban,Phone,Womens E-Mail,0
1,462.27,Rural,Multichannel,Mens E-Mail,0
4,289.12,Surburban,Phone,Womens E-Mail,0
6,29.99,Urban,Phone,No E-Mail,0
3,1196.78,Surburban,Phone,No E-Mail,0
10,192.8,Rural,Phone,No E-Mail,0
3,62.07,Urban,Phone,No E-Mail,0
5,84.94,Urban,Web,Mens E-Mail,0
10,30.84,Urban,Web,Womens E-Mail,1
5,49.62,Urban,Phone,No E-Mail,0
3,74.75,Surburban,Phone,No E-Mail,0
8,179.46,Surburban,Phone,No E-Mail,0
5,811.23,Urban,Web,Womens E-Mail,0
12,47.76,Surburban,Web,No E-Mail,0
8,514.07,Urban,Phone,Womens E-Mail,0
10,249.63,Rural,Phone,No E-Mail,0
9,672.27,Urban,Phone,No E-Mail,0
8,581.3,Rural,Phone,Womens E-Mail,0
9,51.54,Surburban,Web,No E-Mail,0
1,163.59,Urban,Phone,Womens E-Mail,1
10,208.25,Urban,Multichannel,Womens E-Mail,0
9,154.54,Surburban,Phone,Mens E-Mail,0
9,84.27,Surburban,Phone,Womens E-Mail,0
4,514.93,Urban,Phone,Womens E-Mail,0
9,60.65,Surburban,Web,No E-Mail,0
3,102.92,Surburban,Phone,Womens E-Mail,0
5,56.67,Surburban,Web,Mens E-Mail,0
5,257.6,Surburban,Multichannel,No E-Mail,0
1,224.15,Surburban,Multichannel,No E-Mail,0
1,201.15,Urban,Web,No E-Mail,0
2,172.68,Surburban,Phone,Mens E-Mail,0
1,640.07,Urban,Web,Womens E-Mail,0
11,29.99,Urban,Phone,No E-Mail,0
5,174.78,Urban,Web,No E-Mail,0
2,184.19,Rural,Web,Womens E-Mail,0
1,453.12,Urban,Phone,Womens E-Mail,1
7,29.99,Urban,Web,No E-Mail,0
9,172.78,Surburban,Phone,Womens E-Mail,0
2,276.16,Surburban,Multichannel,Mens E-Mail,0
6,966.68,Surburban,Multichannel,Womens E-Mail,0
2,29.99,Surburban,Phone,Mens E-Mail,0
2,1040.5,Surburban,Web,Womens E-Mail,0
10,29.99,Urban,Web,No E-Mail,0
10,29.99,Surburban,Phone,Womens E-Mail,0
3,29.99,Surburban,Phone,Womens E-Mail,1
1,207.09,Rural,Web,Womens E-Mail,1
10,74.1,Urban,Phone,Womens E-Mail,0
7,287.67,Urban,Web,Womens E-Mail,0
9,455.97,Surburban,Web,Womens E-Mail,0
3,681.01,Urban,Web,No E-Mail,0
7,832.37,Rural,Web,Womens E-Mail,1
4,277.46,Rural,Phone,No E-Mail,0
1,324.77,Surburban,Multichannel,Mens E-Mail,0
7,120.07,Rural,Web,Womens E-Mail,0
1,337.73,Surburban,Phone,Mens E-Mail,0
6,88.39,Surburban,Web,No E-Mail,0
4,274.72,Urban,Phone,No E-Mail,1
1,499.59,Surburban,Phone,No E-Mail,0
10,170.21,Urban,Web,No E-Mail,0
2,29.99,Surburban,Web,Mens E-Mail,1
2,138.16,Surburban,Web,Womens E-Mail,0
6,29.99,Urban,Phone,Womens E-Mail,0
10,29.99,Surburban,Web,No E-Mail,0
1,205.09,Urban,Phone,Mens E-Mail,0
3,84.35,Surburban,Web,No E-Mail,0
5,589.55,Urban,Web,Mens E-Mail,1
5,202.56,Urban,Multichannel,Womens E-Mail,0
3,101.73,Surburban,Phone,Mens E-Mail,0
2,373.83,Urban,Phone,No E-Mail,0
1,29.99,Surburban,Web,Womens E-Mail,0
3,176.21,Surburban,Web,Womens E-Mail,0
10,89.64,Urban,Web,Womens E-Mail,0
9,209.69,Urban,Phone,Mens E-Mail,0
12,694.31,Urban,Phone,Womens E-Mail,1
3,33.32,Surburban,Web,No E-Mail,0
1,297.5,Surburban,Web,No E-Mail,0
8,374.79,Surburban,Multichannel,No E-Mail,0
11,31,Rural,Phone,No E-Mail,0
3,29.99,Surburban,Phone,Mens E-Mail,0
2,170.36,Rural,Phone,Mens E-Mail,1
12,179.82,Surburban,Phone,Mens E-Mail,0
9,162.11,Surburban,Web,Mens E-Mail,0
2,136.32,Urban,Web,Mens E-Mail,0
6,131.83,Urban,Web,Mens E-Mail,0
11,221.44,Surburban,Web,Womens E-Mail,0
6,117.99,Surburban,Web,Mens E-Mail,0
2,189.42,Surburban,Web,No E-Mail,1
3,489.48,Urban,Multichannel,Mens E-Mail,0
8,29.99,Rural,Web,Womens E-Mail,1
2,53.2,Urban,Phone,No E-Mail,0
4,375.67,Surburban,Web,No E-Mail,0
9,763.84,Surburban,Multichannel,Mens E-Mail,0
11,236.78,Urban,Web,No E-Mail,1
10,145.23,Urban,Web,Womens E-Mail,0
3,29.99,Surburban,Web,No E-Mail,0
7,156.68,Urban,Web,Womens E-Mail,0
2,443.19,Surburban,Phone,Womens E-Mail,0
3,59.48,Urban,Phone,Womens E-Mail,0
12,274.78,Urban,Phone,No E-Mail,0
8,590.3,Urban,Web,Womens E-Mail,0
1,848.13,Urban,Multichannel,No E-Mail,0
1,429.95,Surburban,Phone,No E-Mail,1
11,29.99,Urban,Phone,No E-Mail,0
2,29.99,Rural,Phone,Womens E-Mail,0
1,38.98,Urban,Web,Womens E-Mail,0
5,186.11,Rural,Web,Mens E-Mail,0
11,131.66,Surburban,Web,Womens E-Mail,1
7,178.45,Surburban,Phone,Mens E-Mail,0
4,29.99,Urban,Phone,Mens E-Mail,0
10,273.8,Surburban,Web,Womens E-Mail,0
2,93.79,Urban,Phone,Mens E-Mail,0
1,740.41,Surburban,Web,Mens E-Mail,0
7,660.87,Surburban,Multichannel,Womens E-Mail,0
10,114.82,Surburban,Web,Mens E-Mail,0
12,86.8,Urban,Web,No E-Mail,0
9,468.67,Urban,Multichannel,No E-Mail,0
6,101.76,Surburban,Phone,Mens E-Mail,0
1,401.2,Surburban,Multichannel,Womens E-Mail,0
3,533.35,Urban,Multichannel,Womens E-Mail,0
1,238.77,Surburban,Web,No E-Mail,0
2,182.47,Rural,Web,Mens E-Mail,0
1,343.11,Surburban,Web,Mens E-Mail,1
7,29.99,Surburban,Web,Womens E-Mail,0
10,68.43,Surburban,Phone,Womens E-Mail,1
11,45.82,Urban,Phone,No E-Mail,0
9,84.56,Surburban,Phone,No E-Mail,0
3,226.2,Surburban,Web,Mens E-Mail,1
2,93.13,Urban,Phone,Mens E-Mail,0
6,29.99,Surburban,Phone,Womens E-Mail,0
3,210.58,Surburban,Phone,Womens E-Mail,0
4,45.01,Surburban,Web,Womens E-Mail,0
1,43.43,Surburban,Phone,Womens E-Mail,0
7,51.28,Surburban,Phone,Womens E-Mail,0
6,481.36,Urban,Web,Womens E-Mail,1
3,783.4,Rural,Multichannel,Womens E-Mail,1
10,195.8,Urban,Web,No E-Mail,0
1,69.92,Urban,Phone,Mens E-Mail,0
5,289.7,Urban,Web,Mens E-Mail,0
3,543.89,Surburban,Multichannel,Womens E-Mail,0
4,602.96,Surburban,Phone,Womens E-Mail,0
11,162.13,Surburban,Phone,Mens E-Mail,0
10,121.36,Surburban,Phone,No E-Mail,0
4,216.66,Surburban,Phone,Womens E-Mail,0
1,308.08,Surburban,Phone,No E-Mail,0
7,179.33,Urban,Web,Womens E-Mail,0
1,1184.14,Urban,Multichannel,Mens E-Mail,0
10,325.29,Urban,Phone,Mens E-Mail,0
5,34.35,Surburban,Web,Womens E-Mail,0
7,203.48,Rural,Web,No E-Mail,1
10,193.71,Rural,Web,Mens E-Mail,0
3,165.47,Surburban,Phone,Mens E-Mail,0
2,124.86,Urban,Phone,Womens E-Mail,0
1,403.77,Urban,Phone,Womens E-Mail,0
3,112.11,Surburban,Web,Mens E-Mail,0
8,33.12,Rural,Web,Mens E-Mail,0
3,333.58,Urban,Multichannel,Mens E-Mail,0
1,29.99,Urban,Phone,No E-Mail,1
10,141.17,Surburban,Web,No E-Mail,0
4,213.35,Urban,Phone,Womens E-Mail,0
5,54.85,Urban,Web,No E-Mail,0
11,276.75,Urban,Web,Mens E-Mail,0
10,46.1,Rural,Web,Womens E-Mail,0
3,174.55,Surburban,Web,No E-Mail,0
3,31.74,Surburban,Web,Womens E-Mail,0
12,29.99,Urban,Web,Mens E-Mail,0
10,36.64,Surburban,Web,Mens E-Mail,1
9,388.31,Surburban,Web,Womens E-Mail,0
4,29.99,Surburban,Web,Mens E-Mail,0
6,63.16,Surburban,Web,Womens E-Mail,0
3,29.99,Surburban,Phone,Womens E-Mail,0
2,889.6,Surburban,Web,Mens E-Mail,0
6,63.7,Urban,Phone,No E-Mail,0
7,211.28,Urban,Multichannel,Mens E-Mail,0
12,158.87,Surburban,Phone,Womens E-Mail,0
10,966.25,Rural,Multichannel,No E-Mail,0
6,259.62,Rural,Phone,Mens E-Mail,0
5,180.41,Urban,Phone,No E-Mail,0
7,29.99,Urban,Phone,Mens E-Mail,0
1,52.24,Surburban,Phone,Womens E-Mail,0
10,29.99,Surburban,Web,Mens E-Mail,0
1,180.64,Surburban,Phone,Womens E-Mail,0
6,125.02,Urban,Phone,Womens E-Mail,0
4,282.48,Surburban,Phone,No E-Mail,0
3,29.99,Urban,Phone,No E-Mail,0
1,653.21,Surburban,Multichannel,Mens E-Mail,0
2,116.07,Urban,Web,No E-Mail,1
8,32.27,Surburban,Web,Womens E-Mail,0
6,57.56,Surburban,Phone,Mens E-Mail,0
5,217.79,Urban,Web,No E-Mail,0
9,366.87,Rural,Web,Mens E-Mail,1
7,155.12,Rural,Phone,Mens E-Mail,0
2,144.63,Urban,Web,No E-Mail,0
6,310.18,Rural,Multichannel,No E-Mail,0
9,233.92,Urban,Web,Womens E-Mail,0
1,562.79,Surburban,Multichannel,Womens E-Mail,0
6,267.1,Urban,Phone,No E-Mail,0
8,367.31,Surburban,Web,Mens E-Mail,0
7,135.31,Surburban,Web,Womens E-Mail,0
7,157.83,Rural,Phone,No E-Mail,0
5,36.65,Surburban,Phone,No E-Mail,0
4,29.99,Urban,Web,Womens E-Mail,0
11,99.91,Surburban,Phone,No E-Mail,0
2,85.18,Surburban,Web,No E-Mail,0
6,318.38,Surburban,Multichannel,Mens E-Mail,0
4,29.99,Surburban,Web,No E-Mail,0
9,360.02,Surburban,Phone,Womens E-Mail,0
2,108.22,Surburban,Phone,Mens E-Mail,0
10,29.99,Rural,Web,Womens E-Mail,0
2,29.99,Urban,Web,No E-Mail,0
1,340.87,Surburban,Multichannel,No E-Mail,0
7,110.4,Surburban,Phone,Mens E-Mail,0
5,158.29,Surburban,Phone,No E-Mail,0
10,41.83,Surburban,Phone,No E-Mail,0
9,71.91,Surburban,Phone,Mens E-Mail,0
6,733.83,Surburban,Phone,No E-Mail,0
4,249.38,Urban,Phone,Mens E-Mail,0
1,424.84,Urban,Multichannel,No E-Mail,0
10,128.63,Surburban,Phone,Mens E-Mail,0
11,49.51,Surburban,Phone,Mens E-Mail,0
1,29.99,Surburban,Web,No E-Mail,1
3,29.99,Urban,Phone,Mens E-Mail,0
5,29.99,Rural,Phone,Mens E-Mail,0
2,29.99,Urban,Web,Womens E-Mail,0
9,52.97,Surburban,Phone,Womens E-Mail,0
2,469.49,Urban,Multichannel,Womens E-Mail,0
2,894.88,Surburban,Web,No E-Mail,1
2,113.95,Surburban,Phone,Mens E-Mail,0
12,91.57,Surburban,Phone,Mens E-Mail,0
5,425.29,Urban,Web,Mens E-Mail,0
10,268.75,Rural,Multichannel,Mens E-Mail,0
3,409.19,Surburban,Multichannel,Womens E-Mail,0
3,180.8,Surburban,Web,Mens E-Mail,1
9,95.82,Surburban,Phone,No E-Mail,0
11,33.61,Rural,Phone,Womens E-Mail,0
7,67.72,Surburban,Phone,Mens E-Mail,0
6,189.92,Urban,Phone,Womens E-Mail,0
6,95.04,Urban,Web,Mens E-Mail,0
5,39.79,Urban,Phone,Mens E-Mail,0
3,29.99,Surburban,Phone,Womens E-Mail,0
1,29.99,Urban,Phone,No E-Mail,0
4,123.06,Urban,Web,Mens E-Mail,0
6,29.99,Rural,Phone,No E-Mail,0
7,329.65,Surburban,Phone,No E-Mail,1
2,41.08,Urban,Web,Mens E-Mail,0
3,128.52,Surburban,Web,Womens E-Mail,0
9,68.27,Surburban,Web,No E-Mail,1
10,145.66,Urban,Web,No E-Mail,0
9,62.51,Rural,Web,Mens E-Mail,0
1,99.87,Surburban,Phone,Womens E-Mail,0
9,134.1,Urban,Web,Womens E-Mail,0
8,451.64,Urban,Web,Mens E-Mail,1
10,140.63,Rural,Web,No E-Mail,0
9,35.26,Rural,Phone,No E-Mail,0
12,61.64,Urban,Phone,Mens E-Mail,0
7,45.48,Urban,Phone,No E-Mail,0
10,173.23,Surburban,Web,Mens E-Mail,1
10,29.99,Urban,Phone,Womens E-Mail,0
12,51.48,Urban,Phone,No E-Mail,0
6,892.3,Rural,Multichannel,Mens E-Mail,0
1,399.6,Surburban,Web,Mens E-Mail,1
4,179.61,Urban,Web,No E-Mail,0
9,33.03,Urban,Web,Womens E-Mail,0
3,29.99,Urban,Web,Mens E-Mail,0
1,1073.24,Rural,Multichannel,Mens E-Mail,0
10,156.12,Rural,Web,No E-Mail,0
8,115.36,Urban,Phone,Mens E-Mail,0
10,29.99,Urban,Phone,Womens E-Mail,0
6,32.18,Urban,Phone,Womens E-Mail,0
6,29.99,Surburban,Phone,Mens E-Mail,0
12,176.59,Surburban,Phone,Womens E-Mail,0
4,111.03,Urban,Phone,No E-Mail,0
4,29.99,Urban,Web,No E-Mail,0
1,29.99,Urban,Phone,No E-Mail,0
8,78.15,Surburban,Web,Womens E-Mail,0
3,141.45,Urban,Web,No E-Mail,0
1,248.07,Urban,Phone,Mens E-Mail,0
9,37.86,Rural,Web,Mens E-Mail,0
7,29.99,Rural,Phone,No E-Mail,0
10,34.43,Urban,Web,Mens E-Mail,0
6,29.99,Urban,Web,No E-Mail,0
9,110.1,Surburban,Web,No E-Mail,0
8,29.99,Urban,Web,Womens E-Mail,0
2,181.41,Urban,Phone,Mens E-Mail,0
1,106.09,Surburban,Phone,Womens E-Mail,0
3,178.68,Surburban,Phone,Womens E-Mail,0
1,300.75,Urban,Phone,Womens E-Mail,1
4,191.8,Urban,Phone,Mens E-Mail,0
9,326.22,Urban,Web,No E-Mail,0
1,665.11,Surburban,Web,No E-Mail,0
1,225.28,Surburban,Phone,Womens E-Mail,0
9,90.94,Surburban,Web,Mens E-Mail,0
1,627.41,Surburban,Multichannel,No E-Mail,0
6,118.55,Rural,Web,Mens E-Mail,0
7,29.99,Urban,Web,No E-Mail,1
1,252.04,Surburban,Phone,No E-Mail,1
1,29.99,Urban,Web,No E-Mail,0
6,264.26,Urban,Web,Womens E-Mail,0
10,65.29,Rural,Web,No E-Mail,0
11,643.71,Urban,Web,Womens E-Mail,0
6,238.87,Urban,Multichannel,Womens E-Mail,0
6,73.33,Surburban,Web,Womens E-Mail,0
5,800.14,Surburban,Web,Mens E-Mail,0
2,644.47,Urban,Multichannel,No E-Mail,0
4,429.35,Surburban,Phone,No E-Mail,0
2,377.49,Urban,Phone,Womens E-Mail,0
1,262.71,Surburban,Multichannel,Womens E-Mail,0
2,751.63,Rural,Web,No E-Mail,1
10,107.18,Surburban,Web,No E-Mail,0
1,172.98,Surburban,Web,Mens E-Mail,0
7,99.64,Surburban,Phone,No E-Mail,0
10,29.99,Urban,Web,No E-Mail,0
2,231.9,Urban,Web,Mens E-Mail,1
10,115.88,Rural,Web,Mens E-Mail,0
11,306.31,Urban,Web,No E-Mail,1
3,241.83,Surburban,Multichannel,Womens E-Mail,0
2,554.49,Urban,Multichannel,No E-Mail,0
9,52.27,Surburban,Web,Mens E-Mail,0
7,83.63,Urban,Phone,Womens E-Mail,0
2,38.49,Surburban,Phone,No E-Mail,0
7,29.99,Urban,Web,Womens E-Mail,0
10,29.99,Urban,Phone,No E-Mail,0
1,240.12,Urban,Phone,Womens E-Mail,0
3,310.71,Surburban,Web,Womens E-Mail,1
7,187.81,Surburban,Phone,No E-Mail,0
6,247.15,Urban,Phone,Mens E-Mail,0
1,151.56,Surburban,Web,Womens E-Mail,0
11,29.99,Urban,Web,Womens E-Mail,0
10,47.17,Urban,Web,Womens E-Mail,1
3,133.83,Urban,Web,No E-Mail,1
6,377.39,Urban,Web,No E-Mail,0
11,114.69,Surburban,Web,No E-Mail,0
3,144.3,Urban,Phone,Mens E-Mail,0
11,156.61,Rural,Phone,No E-Mail,0
4,29.99,Surburban,Phone,No E-Mail,0
3,234.52,Surburban,Web,Mens E-Mail,1
10,29.99,Rural,Web,Mens E-Mail,0
3,334,Surburban,Web,No E-Mail,0
4,96.91,Surburban,Web,No E-Mail,0
12,71.8,Urban,Phone,Mens E-Mail,0
6,31.52,Urban,Web,Mens E-Mail,0
1,283.59,Urban,Web,Womens E-Mail,1
2,29.99,Surburban,Web,Mens E-Mail,0
7,107.78,Surburban,Web,No E-Mail,0
5,29.99,Surburban,Web,Mens E-Mail,0
9,1507.75,Surburban,Multichannel,Mens E-Mail,0
6,287.97,Surburban,Web,No E-Mail,1
3,282.04,Rural,Multichannel,Womens E-Mail,0
7,610.29,Urban,Web,No E-Mail,0
2,141.3,Urban,Phone,Womens E-Mail,0
9,29.99,Surburban,Phone,No E-Mail,0
6,64.03,Surburban,Phone,No E-Mail,0
1,2859.63,Urban,Web,Mens E-Mail,0
10,266.97,Surburban,Web,No E-Mail,0
8,29.99,Surburban,Phone,No E-Mail,0
9,29.99,Surburban,Phone,Womens E-Mail,0
10,83.72,Surburban,Phone,Womens E-Mail,0
7,45.15,Surburban,Web,Womens E-Mail,1
1,162.9,Surburban,Phone,Mens E-Mail,0
10,66.03,Surburban,Phone,No E-Mail,0
10,453.87,Urban,Multichannel,Mens E-Mail,0
1,414.39,Surburban,Phone,Womens E-Mail,0
2,280.96,Urban,Phone,Womens E-Mail,0
6,47.15,Urban,Web,Mens E-Mail,0
11,263.69,Urban,Phone,Womens E-Mail,0
1,511.53,Urban,Phone,Mens E-Mail,0
5,297.48,Urban,Phone,Womens E-Mail,0
6,54.31,Surburban,Phone,Mens E-Mail,0
5,516.46,Surburban,Multichannel,No E-Mail,0
1,65.13,Urban,Phone,No E-Mail,1
9,29.99,Urban,Phone,No E-Mail,0
1,29.99,Urban,Web,No E-Mail,0
1,97.98,Surburban,Phone,No E-Mail,0
11,69.78,Urban,Phone,Mens E-Mail,0
3,34.08,Rural,Web,No E-Mail,0
2,98.72,Rural,Phone,Mens E-Mail,0
1,37.35,Urban,Phone,Mens E-Mail,0
4,54.14,Rural,Phone,No E-Mail,0
10,50.3,Urban,Web,Mens E-Mail,0
3,877.82,Surburban,Web,Womens E-Mail,0
7,282.6,Rural,Multichannel,Mens E-Mail,0
4,34.03,Surburban,Phone,Mens E-Mail,0
11,29.99,Rural,Phone,Womens E-Mail,0
4,96.5,Surburban,Phone,Mens E-Mail,0
9,158.83,Surburban,Phone,No E-Mail,0
1,702.03,Urban,Phone,Mens E-Mail,0
9,294.22,Urban,Web,No E-Mail,0
10,138.02,Rural,Web,No E-Mail,1
5,313.19,Surburban,Phone,No E-Mail,0
3,341.4,Surburban,Web,No E-Mail,0
12,117.09,Surburban,Phone,Womens E-Mail,1
9,188.48,Urban,Phone,Womens E-Mail,0
6,59.21,Surburban,Phone,Mens E-Mail,1
11,184.24,Surburban,Phone,Womens E-Mail,0
7,410.43,Urban,Multichannel,No E-Mail,0
7,234.18,Surburban,Web,Womens E-Mail,1
8,29.99,Urban,Web,Mens E-Mail,0
8,208.79,Rural,Web,Womens E-Mail,0
3,495.85,Surburban,Web,Womens E-Mail,0
1,120.86,Urban,Phone,Womens E-Mail,1
2,55.53,Surburban,Phone,No E-Mail,0
3,200,Rural,Web,Womens E-Mail,0
3,29.99,Surburban,Phone,No E-Mail,0
9,29.99,Surburban,Web,No E-Mail,0
1,686.11,Rural,Phone,Womens E-Mail,0
4,105.59,Urban,Web,Womens E-Mail,0
3,269.97,Rural,Phone,No E-Mail,0
3,128.69,Rural,Phone,Womens E-Mail,0
5,545.87,Surburban,Web,Mens E-Mail,0
1,374.65,Urban,Web,No E-Mail,0
10,51.18,Urban,Phone,No E-Mail,0
1,220.15,Rural,Phone,No E-Mail,0
6,395.75,Urban,Multichannel,No E-Mail,0
10,590.02,Surburban,Web,Mens E-Mail,0
2,255.54,Urban,Web,Womens E-Mail,0
4,95.38,Surburban,Phone,No E-Mail,0
11,103.78,Surburban,Web,Womens E-Mail,1
4,333.9,Urban,Multichannel,Mens E-Mail,0
10,304.71,Surburban,Phone,No E-Mail,0
8,1192.15,Urban,Phone,Mens E-Mail,0
8,557.04,Surburban,Phone,No E-Mail,0
9,246.19,Surburban,Phone,Mens E-Mail,0
3,792.89,Surburban,Multichannel,Womens E-Mail,0
10,29.99,Surburban,Web,Womens E-Mail,0
2,136.51,Rural,Web,Mens E-Mail,0
5,29.99,Surburban,Phone,Womens E-Mail,1
4,171.54,Urban,Web,No E-Mail,0
1,345.76,Surburban,Web,No E-Mail,0
2,356.02,Surburban,Multichannel,Mens E-Mail,0
8,29.99,Surburban,Web,No E-Mail,0
2,174.95,Surburban,Web,No E-Mail,0
4,377.85,Surburban,Phone,Mens E-Mail,0
1,53.92,Rural,Phone,No E-Mail,1
10,226.52,Surburban,Web,No E-Mail,0
1,676.55,Surburban,Web,No E-Mail,0
6,29.99,Urban,Web,No E-Mail,0
4,110.67,Surburban,Web,No E-Mail,0
1,179.31,Surburban,Phone,Womens E-Mail,0
2,264.59,Rural,Web,Womens E-Mail,1
9,384.07,Rural,Phone,Womens E-Mail,0
6,194.15,Surburban,Web,Mens E-Mail,0
3,128.38,Surburban,Phone,Mens E-Mail,0
9,504.3,Surburban,Phone,No E-Mail,0
3,215.41,Rural,Multichannel,Mens E-Mail,1
5,142.93,Surburban,Web,No E-Mail,0
10,53.19,Surburban,Phone,Womens E-Mail,0
6,396.58,Urban,Web,Womens E-Mail,1
5,969.46,Surburban,Phone,Womens E-Mail,0
4,151.63,Rural,Web,No E-Mail,1
5,138.21,Surburban,Web,No E-Mail,0
10,113.16,Surburban,Phone,No E-Mail,0
6,176.98,Urban,Phone,No E-Mail,0
3,130.42,Surburban,Phone,No E-Mail,1
9,74.58,Rural,Web,Mens E-Mail,1
3,473.18,Urban,Multichannel,Mens E-Mail,1
2,679.07,Urban,Phone,No E-Mail,0
3,29.99,Surburban,Web,Womens E-Mail,0
9,939.85,Surburban,Web,No E-Mail,0
10,113.05,Rural,Phone,Womens E-Mail,0
2,33.15,Urban,Phone,Mens E-Mail,0
3,312.8,Surburban,Phone,No E-Mail,0
8,601.97,Urban,Multichannel,Mens E-Mail,1
1,175.91,Surburban,Web,Mens E-Mail,1
1,33.26,Surburban,Phone,No E-Mail,0
10,283.19,Surburban,Phone,No E-Mail,0
2,80.01,Surburban,Phone,No E-Mail,0
7,91.8,Surburban,Phone,Womens E-Mail,0
10,137.54,Urban,Phone,No E-Mail,0
8,256.21,Rural,Web,Mens E-Mail,0
6,219.98,Surburban,Web,Womens E-Mail,0
2,754.01,Surburban,Multichannel,Womens E-Mail,0
11,218.05,Rural,Phone,Womens E-Mail,0
5,29.99,Rural,Web,No E-Mail,0
3,315.45,Surburban,Web,Mens E-Mail,0
8,127.29,Urban,Web,Mens E-Mail,0
2,131.27,Rural,Phone,Mens E-Mail,0
1,1337.81,Surburban,Phone,No E-Mail,0
10,48.06,Urban,Phone,Mens E-Mail,0
4,506.97,Urban,Phone,Mens E-Mail,0
4,416.44,Surburban,Multichannel,No E-Mail,0
10,94.07,Urban,Web,Mens E-Mail,0
1,474.43,Urban,Phone,Mens E-Mail,0
3,39.89,Urban,Phone,No E-Mail,0
10,160,Urban,Web,Mens E-Mail,0
7,91.66,Surburban,Web,Womens E-Mail,0
5,175.87,Rural,Phone,Mens E-Mail,0
10,225.76,Urban,Multichannel,Womens E-Mail,0
5,176.64,Urban,Web,Womens E-Mail,0
2,601.16,Urban,Web,Mens E-Mail,1
