hour	h.choice income	age	edu	n1	n2	n3	race	home	lur
0	1	 290	27	16	2	0	0	0	0	6
1040	3	 135	28	12	1	1	0	1	0	6
1960	5	 225	29	12	2	0	0	1	1	6
0	1	 350	28	14	0	0	0	0	1	6
1944	5	 346	51	12	0	0	0	0	1	6
0	1	 239	33	13	1	4	0	0	0	4
1648	4	 200	35	14	0	2	0	0	0	5
2010	5	 232	32	12	0	1	0	0	1	4
0	1	 322	63	12	0	0	0	0	1	4
604	2	 233	30	12	0	2	0	0	1	7
0	1	 420	60	12	0	0	0	0	1	6
88	2	 94	29	12	0	2	0	0	0	7
0	1	 95	28	12	2	0	0	0	1	6
424	2	 184	28	16	0	0	0	0	0	7
2004	5	 167	38	14	0	2	0	0	1	6
1428	4	 180	33	17	3	0	0	0	1	6
0	1	 520	32	16	3	0	0	0	1	3
0	1	 250	29	15	2	0	0	0	1	8
860	3	 209	28	13	2	1	0	0	0	4
0	1	 248	64	12	0	0	0	0	1	6
1928	5	 389	33	17	0	0	0	0	0	6
180	2	 200	32	12	0	3	0	1	1	9
1960	5	 130	34	14	1	3	0	0	1	10
902	3	 115	64	10	0	0	0	0	1	5
1960	5	 309	48	13	0	0	0	0	1	9
0	1	 284	33	12	0	2	0	0	1	9
0	1	 225	53	8	0	0	0	0	1	9
0	1	 280	33	12	1	2	0	0	1	9
1496	4	 233	47	17	0	1	1	0	1	7
1517	4	 360	25	12	0	0	0	0	1	7
0	1	 470	32	12	2	4	0	0	1	7
0	1	 355	31	12	2	0	0	0	1	7
1000	3	 508	32	12	0	1	1	0	1	7
0	1	 283	40	13	0	2	2	0	1	7
352	2	 375	36	14	2	1	0	0	1	6
0	1	 635	35	12	1	3	0	0	1	7
0	1	 1189	42	12	0	0	2	0	1	7
0	1	 480	38	12	1	1	0	0	1	5
1485	4	 150	42	16	0	2	0	0	1	1
0	1	 670	30	16	2	0	0	0	1	7
990	3	 613	52	17	0	0	1	0	1	3
2041	5	 490	40	12	0	0	0	0	0	4
0	1	 272	39	12	0	2	0	0	1	8
1300	4	 90	28	12	0	2	0	0	0	8
0	1	 434	61	12	0	0	0	0	1	8
2080	5	 30	38	12	0	1	2	0	1	8
0	1	 280	32	12	0	1	0	0	0	5
1808	5	 82	33	14	0	0	0	0	1	5
1920	5	 546	44	12	0	1	0	0	1	4
1984	5	 362	31	13	0	0	0	0	1	5
1920	5	 260	34	16	0	0	0	0	0	4
1828	5	 84	33	12	0	1	0	1	1	10
1248	3	 179	58	13	0	0	0	0	0	3
0	1	 144	64	10	0	0	0	0	1	6
1654	4 	 193	43	8	0	0	1	0	1	6
2083	5	 40	30	12	0	0	0	1	0	7
1959	5	 492	26	13	0	0	0	0	1	7
1860	5	 441	39	8	0	0	0	0	1	3
0	1	 176	63	12	0	0	0	1	1	3
0	1	 290	28	13	0	0	0	0	1	5
1800	5	 330	43	12	0	0	0	0	1	8
486	2	 192	47	10	0	0	1	0	0	8
0	1	 370	59	12	0	0	0	0	1	8
1770	5	 381	26	16	0	0	0	0	1	9
3181	6	 170	31	14	0	0	0	0	1	8
0	1	 550	36	16	1	0	0	0	1	7
2100	5	 139	23	16	0	0	0	0	0	8
0	1	 211	38	12	0	1	1	0	0	8
0	1	 193	58	8	0	0	0	0	1	8
945	3	 235	26	12	0	0	0	0	0	8
1050	3	 170	30	11	1	0	0	0	1	8
1900	5	 114	36	9	0	2	1	0	1	10
37	2	 230	21	11	2	0	0	0	1	10
2020	5	 115	25	12	0	0	0	0	1	7
581	2	 93	35	12	0	1	2	0	0	7
0	1	 100	19	10	1	0	0	0	0	10
1937	5	 192	34	12	0	2	0	0	1	10
1960	5	 250	38	14	0	1	0	0	1	6
0	1	 70	31	9	0	2	1	1	0	13
406	2	 45	31	9	1	3	1	1	0	13
512	2	 195	28	13	1	0	0	0	0	2
0	1	 362	34	17	1	1	0	0	1	2
0	1	 519	38	12	2	1	0	0	1	3
0	1	 250	48	14	0	0	0	0	0	6
1081	3	 92	28	12	2	0	0	0	1	6
0	1	 410	34	13	1	2	0	0	1	5
0	1	 358	64	8	0	0	0	0	1	5
2072	5	 254	25	16	0	0	0	0	0	7
927	3	 423	31	16	1	1	0	0	1	6
0	1	 128	60	12	0	0	0	0	1	9
1950	5	 319	42	12	0	0	0	0	1	5
1632	4	 273	31	12	1	1	0	0	1	6
312	2	 178	24	12	2	0	0	0	0	4
1946	5	 700	50	12	0	0	0	0	1	4
2600	6	 285	24	16	0	0	0	0	1	6
1085	3	 656	36	13	0	0	0	0	1	6
1386	4	 455	33	17	1	0	0	0	1	4
688	2	 90	33	12	0	4	0	1	0	10
1035	3	 498	53	17	0	0	1	0	1	5
1737	4	 300	31	16	0	1	0	0	1	3
130	2	 600	36	16	1	1	0	0	1	4
1224	3	 86	29	11	0	0	0	0	0	5
1936	5	 325	38	12	0	0	1	0	1	4
1938	5	 82	19	12	0	0	0	0	0	4
1248	3	 252	40	12	0	1	1	0	0	7
2000	5	 310	37	16	1	0	0	0	1	8
0	1	 139	33	11	0	0	2	1	1	7
1035	3	 65	30	10	2	2	1	1	0	7
2090	5	 320	52	12	0	0	0	0	1	4
1848	5	 140	37	12	0	1	1	0	1	11
1780	5	 251	43	16	0	0	1	0	1	4
1250	3	 109	53	14	0	0	0	0	1	2
1265	4	 90	27	12	1	0	0	1	1	7
0	1	 153	35	13	1	1	1	0	0	5
1965	5	 527	41	12	0	0	2	0	1	6
0	1	 425	43	12	0	0	0	0	1	6
0	1	 169	48	11	0	0	0	0	1	6
1037	3	 239	36	11	0	1	1	0	1	3
0	1	 120	24	12	1	0	0	0	1	3
1798	5	 122	46	14	0	0	0	0	1	3
844	3	 390	47	12	0	0	0	0	1	3
1288	4	 246	25	13	2	0	0	0	1	3
0	1	 211	25	12	1	0	0	0	1	3
1225	3	 617	52	11	0	0	0	0	1	3
261	2	 200	29	16	2	0	0	0	1	3
0	1	 270	31	12	1	2	0	0	1	3
1960	5	 200	31	17	0	0	0	1	0	6
1000	3	 456	36	15	0	1	0	1	0	6
2058	5	 315	33	12	0	3	0	0	1	5
2500	6	 908	28	17	0	0	0	0	1	3
0	1	 446	41	12	0	1	1	0	0	8
0	1	 648	45	12	1	0	1	0	1	6
0	1	 600	63	16	0	0	0	0	1	6
0	1	 234	59	12	0	0	0	0	1	8
1976	5	 270	35	12	0	2	0	0	1	3
0	1	 798	43	13	0	1	0	0	1	8
1200	3	 155	24	12	0	0	0	0	1	7
1891	5	 213	35	13	0	0	0	0	1	7
2060	5	 108	58	12	0	0	0	0	1	7
1920	5	 151	26	16	2	0	0	0	0	7
2056	5	 413	60	17	0	0	0	0	1	8
1984	5	 536	39	13	0	0	1	0	1	12
0	1	 211	44	12	0	0	1	0	1	6
0	1	 180	26	13	1	0	0	0	1	6
0	1	 428	34	13	0	2	0	0	1	10
2076	5	 -26	47	16	0	0	0	0	1	10
1840	5	 312	48	8	0	0	0	0	1	4
1222	3	 240	42	12	0	1	1	0	0	4
2500	6	 310	29	16	0	0	0	0	1	5
1250	3	 384	34	17	0	0	0	0	1	8
1670	4	 258	56	12	0	0	0	0	1	7
1934	5	 186	59	12	0	0	0	0	1	5
1958	5	 132	21	9	1	0	0	0	1	5
0	1	 121	59	12	0	0	0	0	1	8
2560	6	 86	34	12	1	0	0	0	1	6
0	1	 232	49	12	0	1	0	0	1	5
1019	3	 323	37	16	0	2	0	0	1	5
1530	4	 207	33	14	0	2	0	0	1	6
1794	5	 349	58	12	0	0	0	0	1	6
1632	4	 367	35	12	0	2	1	0	1	6
0	1	 100	28	10	1	1	0	0	0	4
2200	5	 500	48	10	0	0	1	0	0	5
0	1	 537	32	13	0	2	0	0	1	8
1880	5	 190	29	12	1	1	0	0	1	8
481	2	 958	54	17	0	0	0	0	1	3
1806	5	 348	60	17	0	0	0	0	1	7
1368	4	 258	31	12	0	1	0	0	0	5
2640	6	 740	35	13	0	0	0	0	1	8
742	2	 184	32	12	1	1	0	0	1	7
2130	5	 208	30	12	1	1	0	0	1	5
1760	5	 155	33	12	0	2	0	0	1	7
1893	5	 173	32	12	1	1	0	0	1	7
1993	5	 250	43	12	1	0	0	0	1	7
1248	3	 145	52	8	0	0	0	0	1	2
982	3	 71	24	12	2	0	0	0	0	2
0	1	 285	48	12	0	0	0	0	1	2
1150	3	 138	22	12	1	0	0	0	0	2
344	2	 215	63	12	0	0	0	0	1	4
2940	6	 360	38	12	0	2	1	0	1	5
0	1	 464	54	12	0	0	0	0	1	5
1422	4	 250	29	12	1	2	0	0	1	7
1750	4	 183	23	12	0	0	0	0	1	5
0	1	 203	64	12	0	0	0	0	1	6
0	1	 763	37	16	1	0	0	0	1	3
2040	5	 470	37	14	0	0	0	0	1	6
2361	6	 312	42	16	0	4	1	0	1	4
0	1	 302	32	12	1	1	0	0	1	6
1456	4	 78	40	12	0	0	2	0	1	2
1638	4	 320	19	11	1	0	0	0	1	5
1944	5	 253	33	10	0	2	0	0	1	5
2036	5	 148	51	9	0	0	0	0	1	5
0	1	 1300	57	12	0	0	0	0	1	7
0	1	 172	24	8	2	0	0	0	1	4
1960	5	 454	38	9	0	1	2	0	1	4
0	1	 175	50	7	0	0	0	0	0	8
1920	5	 435	34	13	0	2	0	0	1	6
1786	5	 190	35	12	1	1	1	1	1	4
480	2	 210	23	13	1	0	0	0	0	4
0	1	 158	58	12	1	0	0	1	0	6
2024	5	 225	30	12	1	1	0	1	1	5
1824	5	 266	27	13	2	0	0	0	0	4
1960	5	 383	50	12	0	0	0	0	1	11
0	1	 346	28	12	2	0	0	0	1	9
0	1	 181	29	12	2	0	0	0	0	7
0	1	 549	52	12	0	0	0	0	1	7
0	1	 539	31	12	3	2	0	0	0	11
456	2	 182	25	13	3	0	0	0	0	7
0	1	 262	53	10	0	1	0	0	1	11
0	1	 61	29	12	0	0	0	1	0	9
1161	3	 217	64	10	0	0	0	0	1	3
1535	4	 167	33	14	0	1	0	0	1	3
352	2	 252	36	12	0	0	1	0	1	3
0	1	 200	29	12	1	1	0	0	1	3
2116	5	 150	36	14	0	0	2	0	1	11
2040	5	 23	38	12	0	0	0	0	1	11
1584	4	 273	26	17	2	0	0	0	1	5
0	1	 1742	53	17	0	0	0	0	1	5
110	2	 90	30	9	0	0	0	1	0	13
1904	5	 170	26	14	0	0	0	0	0	5
1952	5	 249	30	15	2	0	0	0	0	5
2000	5	 277	60	12	0	0	0	1	1	6
2075	5	 466	43	13	0	2	0	0	1	5
1296	4	 350	28	14	1	1	0	1	1	5
0	1	 272	63	12	0	0	0	0	1	4
1680	4	 204	34	15	1	1	0	1	0	5
320	2	 342	54	13	0	0	0	1	1	4
1940	5	 343	35	10	0	0	1	0	1	3
1575	4	 625	41	17	0	0	0	0	1	6
2076	5	 185	26	14	0	0	0	0	0	5
0	1	 185	25	13	1	0	0	0	0	7
416	2	 431	32	16	1	0	0	0	1	7
10	2	 208	32	12	1	0	0	0	1	7
2284	6	 290	61	17	0	0	0	0	0	5
1542	4	 176	37	14	0	2	0	0	1	14
1895	5	 515	42	13	0	0	0	0	1	4
2214	5	 200	25	16	1	0	0	0	0	5
2450	6	 166	24	13	0	0	0	1	0	4
726	2	 88	26	12	3	0	0	0	0	4
0	1	 174	41	11	1	1	1	1	1	6
0	1	 2417	50	16	0	0	0	0	1	4
714	2	 228	27	16	1	0	0	0	0	6
1146	3	 160	35	8	0	0	1	0	0	6
1664	4	 333	38	12	0	1	0	0	1	5
1002	3	 270	46	12	0	0	1	0	1	4
1600	4	 433	39	12	0	0	1	0	1	6
1760	5	 380	56	8	0	0	0	0	1	3
0	1	 387	54	8	0	0	0	0	1	3
0	1	 230	32	12	1	3	1	0	0	5
384	2	 340	31	12	0	3	0	0	0	5
0	1	 347	26	11	2	1	0	0	0	3
0	1	 236	53	11	3	0	1	1	1	6
1365	4	 650	32	13	0	3	0	1	1	5
2000	5	 114	58	8	0	0	0	1	1	5
1936	5	 57	29	13	1	0	0	1	0	5
176	2	 179	28	12	2	1	0	1	0	5
0	1	 96	27	12	2	0	0	1	0	5
0	1	 140	41	12	0	0	0	1	0	5
2044	5	 0	36	13	0	1	0	1	0	5
2072	5	 199	40	13	0	1	0	1	1	5
0	1	 190	33	13	0	2	1	1	1	5
1888	5	 233	41	13	1	1	0	0	1	7
0	1	 512	39	12	1	1	0	0	1	6
0	1	 262	51	12	0	0	0	0	1	5
1924	5	 185	46	14	0	1	0	0	1	5
0	1	 625	50	12	0	1	0	0	1	5
0	1	 84	31	12	0	2	0	0	0	5
2050	5	 288	26	14	1	2	0	0	1	5
0	1	 108	32	12	2	2	0	1	0	5
0	1	 272	36	12	2	3	0	1	0	5
0	1	 420	34	13	1	2	0	1	1	5
0	1	 98	28	14	0	1	0	1	0	5
1400	4	 210	29	12	0	0	0	1	0	5
1896	5	 96	60	7	0	0	0	1	1	5
704	2	 150	31	12	0	1	1	1	0	5
0	1	 263	49	9	1	0	0	1	1	5
0	1	 112	36	13	0	3	1	1	0	8
1800	5	 6	27	15	2	1	0	1	0	8
0	1	 115	30	11	3	5	0	1	1	8
2673	6	 401	28	14	2	0	0	1	1	8
1840	5	 128	23	10	0	0	0	1	0	8
2040	5	 220	36	13	0	3	1	1	1	8
461	2	 42	28	11	1	0	0	1	0	8
0	1	 372	37	13	0	2	0	1	1	8
0	1	 79	32	11	0	2	1	1	0	8
0	1	 47	33	13	0	0	0	1	0	8
0	1	 195	36	12	0	4	1	1	1	8
1952	5	 760	42	17	0	0	0	1	1	8
730	2	 100	44	13	0	0	0	1	1	15
240	2	 60	26	14	1	0	0	1	0	8
0	1	 63	47	12	0	0	1	1	0	8
2010	5	 165	24	12	1	0	0	1	0	7
816	3	 295	49	14	0	2	1	1	0	8
756	3	 382	31	13	1	1	0	1	1	8
2105	5	 31	51	16	0	0	0	1	0	8
0	1	 119	63	5	0	0	0	1	0	8
0	1	 176	55	8	0	0	0	1	1	8
1744	4	 220	37	14	0	2	0	1	1	8
0	1	 180	25	12	1	0	0	0	0	8
0	1	 460	52	14	0	0	0	1	1	8
1736	4	 403	37	12	0	1	2	1	1	8
1176	3	 631	32	14	2	0	0	0	1	6
500	2	 199	32	16	2	2	0	0	0	6
2151	5	 375	25	16	0	0	0	0	1	3
630	2	 396	58	16	0	0	0	0	1	6
0	1	 200	27	13	1	1	0	0	0	6
2080	5	 124	54	9	1	1	0	0	0	5
558	2	 358	25	12	2	0	0	0	0	5
74	2	 451	34	14	1	0	0	0	1	6
258	2	 169	27	12	1	0	0	0	0	4
1968	5	 470	42	16	0	1	1	0	1	6
1085	3	 322	52	12	0	0	0	1	1	6
707	2	 223	53	13	0	0	0	1	1	6
296	2 	 610	35	16	1	2	0	0	1	6
1920	5	 344	27	12	1	0	0	0	0	6
5840	6	 498	35	11	0	0	1	0	1	30
354	2	 340	32	11	0	1	0	0	0	6
928	3	 240	31	14	2	0	0	0	0	5
0	1	 208	32	16	2	1	0	0	0	10
1008	3	 359	39	13	0	0	1	0	1	3
499	2	 395	28	14	2	1	0	0	1	5
2200	5	 20	38	14	0	0	1	0	0	6
1816	5	 610	41	11	0	0	0	0	0	3
2350	6	 316	37	12	0	0	0	0	0	6
2066	5	 300	26	15	0	0	0	0	0	5
160	2	 280	28	11	0	1	0	0	1	5
2770	6	 377	34	14	1	0	0	0	0	8
0	1	 399	48	12	0	1	1	0	1	6
0	1	 360	45	12	0	0	0	1	1	5
2080	5	 222	27	13	0	0	0	0	1	7
2970	6	 381	37	17	0	0	0	0	1	5
1880	5	 59	20	12	1	0	0	0	0	6
2044	5	 225	26	12	0	0	0	1	0	3
1096	3	 85	52	12	0	0	0	1	1	9
1960	5	 180	32	12	0	1	0	1	0	9
1688	4	 403	33	13	0	1	0	1	0	8
2500	6	 380	36	14	0	2	1	1	1	5
0	1	 524	49	12	0	0	0	0	0	7
2040	5	 300	22	11	1	0	0	0	1	5
624	2	 117	21	12	1	0	0	0	0	7
1600	4	 77	33	12	0	1	0	0	1	7
1096	3	 240	33	13	1	1	0	1	1	7
0	1	 226	21	14	2	0	0	1	0	7
1032	3 	 253	28	12	1	1	0	1	0	9
1875	5	 152	21	12	1	0	0	0	0	7
1956	5	 432	35	12	0	3	0	0	1	7
0	1	 308	59	15	0	0	1	0	1	7
1920	5	 232	44	12	0	1	1	1	0	7
1100	3	 42	35	12	0	0	1	0	1	6
1341	4	 143	37	13	0	1	1	0	0	9
980	3	 264	57	12	0	0	0	0	1	9
0	1	 168	28	12	0	1	0	0	0	5
0	1	 100	21	11	1	0	0	1	0	6
775	3	 340	32	12	0	2	0	1	1	5
2500	6	 230	25	8	1	1	0	1	1	4
2008	5	 300	43	13	1	0	1	1	1	8
1915	5	 260	33	8	0	2	0	1	0	3
1848	5	 163	50	12	0	0	1	1	1	4
1170	3	 200	51	11	0	0	0	0	1	4
2000	5	 430	31	16	0	0	0	0	1	2
2178	5	 295	27	16	1	0	0	0	1	4
2100	5	 146	27	16	0	0	0	1	0	2
1688	4	 328	30	16	0	1	0	1	1	4
1560	4	 48	54	16	0	0	0	1	1	4
1595	4	 155	26	14	2	0	0	1	0	5
605	2	 64	23	12	0	0	0	0	1	3
1040	3	 199	21	12	1	0	0	0	1	8
0	1	 104	44	10	1	1	1	0	1	8
934	3	 53	35	12	1	0	3	0	0	8
1608	4	 52	40	12	0	1	0	0	1	8
0	1	 149	23	12	2	0	0	0	0	8
2005	5	 170	33	13	0	2	0	0	1	14
0	1	 67	57	7	0	0	0	0	1	8
1862	5	 70	39	12	0	1	1	0	1	8
0	1	 72	21	9	1	0	0	0	1	8
80	2	 1	32	9	1	3	1	0	1	8
1823	5	 130	37	14	0	1	0	1	0	6
664	2	 72	35	12	0	2	0	0	1	10
0	1	 133	56	10	0	0	0	0	1	10
0	1	 209	26	12	1	1	0	0	1	10
2286	6	 281	29	15	0	0	0	0	1	5
0	1	 302	28	12	1	0	0	0	1	10
1530	4	 150	51	12	0	0	0	0	1	10
0	1	 31	41	6	0	1	0	1	1	10
120	2	 202	30	12	1	1	0	1	1	10
1952	5	 92	31	12	2	1	0	1	1	10
1295	4	 341	33	17	0	1	0	1	1	9
0	1	 110	25	9	1	1	0	1	1	10
1920	5	 107	32	12	0	1	1	1	1	10
0	1	 124	62	9	0	0	0	1	1	10
0	1	 230	31	12	2	1	0	0	1	9
78	2	 650	34	14	0	0	0	0	1	6
1796	5	 126	31	14	0	1	0	0	1	5
1900	5	 123	59	12	0	0	0	0	1	5
2205	5	 470	36	12	0	0	0	0	0	5
419	2	 214	41	10	0	0	1	1	1	4
908	3	 120	23	12	1	0	0	1	0	4
64	2	 150	23	12	2	0	0	1	0	5
1976	5	 350	23	12	1	0	0	1	0	7
1042	3	 48	35	12	0	3	0	0	0	10
0	1	 218	59	8	0	0	0	0	1	10
1120	3	 138	33	12	0	2	0	1	0	8
0	1	 140	24	11	2	0	0	0	0	10
968	3	 187	24	12	1	0	0	0	0	2
1536	4	 634	54	12	0	0	1	0	0	2
0	1	 136	31	12	0	2	0	1	1	8
1986	5	 144	41	12	1	0	1	1	0	6
1785	5	 465	44	10	0	0	0	0	1	5
2081	5	 220	24	14	0	0	0	0	1	5
2300	6	 8	28	14	0	0	0	1	0	5
2176	5	 184	35	11	1	0	0	1	1	5
1720	4	 132	31	16	1	1	0	1	1	5
0	1	 250	54	12	0	0	1	1	1	5
1844	5	 190	25	14	1	0	0	1	1	6
1750	4	 238	30	14	0	2	0	1	1	6
1685	4	 320	33	16	1	1	0	0	1	5
1890	5	 313	37	17	1	1	0	0	1	5
1016	3	 604	30	15	0	0	0	0	1	5
1781	5	 170	58	6	0	0	0	1	1	6
0	1	 240	30	12	1	0	0	0	1	5
0	1	 340	31	12	2	0	0	0	1	5
0	1	 180	31	12	1	0	0	0	1	5
853	3	 160	30	12	1	1	0	0	1	5
1775	5	 733	51	11	0	0	0	0	1	8
1627	4	 380	26	12	0	0	0	0	1	5
2227	5	 243	29	12	1	0	0	0	1	8
0	1	 264	58	11	0	0	0	0	1	3
366	2	 434	31	11	0	2	0	0	0	3
2450	6	 670	59	17	0	0	0	0	1	3
0	1	 425	31	14	1	3	0	1	1	2
344	2	 5	22	12	2	0	0	1	0	9
2200	5	 495	38	12	0	2	1	1	1	9
2080	5	 226	57	11	0	0	0	1	1	9
2080	5	 172	20	14	0	0	0	1	1	9
872	3	 133	22	16	0	0	0	1	0	9
2231	5	 156	50	12	1	0	0	1	1	9
2000	5	 375	48	14	0	0	0	1	1	9
2040	5	 423	43	11	2	1	0	1	1	4
1976	5	 105	22	10	1	0	0	0	0	7
1440	4	 270	31	17	1	1	0	1	1	9
1265	4	 141	31	16	0	0	0	1	0	7
2536	6	 408	37	17	2	1	0	1	1	7
2784	6	 163	30	17	0	0	0	0	1	5
1485	4	 570	44	11	0	0	0	0	1	3
1088	3	 304	34	16	1	0	0	0	1	7
1657	4	 70	28	12	1	1	0	1	1	4
1840	5	 50	21	12	1	0	0	1	1	4
1960	5	 210	30	12	1	1	0	0	1	4
0	1	 298	40	12	0	1	0	1	1	4
0	1	 188	62	9	1	0	0	1	1	4
600	2	 17	46	9	1	0	0	1	0	4
165	2	 78	38	12	0	3	1	1	0	4
2086	5	 190	26	17	0	0	0	1	1	4
2000	5	 100	34	10	1	0	0	1	0	4
416	2	 133	53	9	0	0	0	1	0	4
1750	4	 85	39	12	0	0	1	1	0	4
763	3	 0	31	11	1	0	0	1	0	6
1736	4	 180	25	13	1	2	0	1	0	6
0	1	 72	29	12	2	2	0	1	0	6
0	1	 62	54	10	0	0	0	1	1	5
256	2	 153	38	12	0	1	1	1	1	6
1968	5	 148	41	13	0	0	0	1	1	6
264	2	 74	23	12	1	0	0	1	0	10
600	2	 52	49	10	0	0	0	1	0	7
0	1	 119	25	9	2	1	0	0	0	8
0	1	 404	30	16	2	0	0	0	1	5
1976	5	 194	24	12	1	0	0	1	1	4
1443	4	 180	48	9	0	0	0	1	1	4
0	1	 81	32	11	1	2	0	1	1	4
1632	4	 300	43	11	0	1	0	1	1	4
2196	5	 250	28	9	1	0	0	0	1	5
0	1	 233	52	7	0	0	0	0	1	5
0	1	 84	49	11	0	0	0	1	0	8
1120	3	 380	39	17	0	2	0	1	1	2
0	1	 352	48	12	0	0	0	1	1	9
0	1	 185	39	8	0	0	1	0	1	6
1656	4	 342	33	9	0	0	1	0	1	8
0	1	 117	22	13	1	0	0	0	0	9
52	2	 126	28	16	1	0	0	1	0	8
1920	5	 674	49	12	0	0	0	1	1	8
1856	5	 774	43	17	0	0	0	0	1	6
1358	4	 260	36	16	2	0	0	1	1	3
2024	5	 220	31	12	1	2	0	1	0	3
780	3	 143	29	14	1	2	0	1	0	3
1560	4	 563	43	12	0	0	0	1	1	6
1632	4	 312	36	12	0	2	2	1	1	3
2056	5	 122	30	11	0	0	0	1	0	8
902	3 	 313	25	12	1	0	0	0	1	3
0	1	 330	22	12	1	0	0	0	1	3
750	2	 180	56	12	0	0	0	0	1	3
0	1	 281	32	12	1	1	0	0	0	2
1708	4	 530	33	14	1	1	0	1	1	2
2008	5	 360	29	17	0	0	0	1	1	4
0	1	 235	35	14	0	1	1	1	1	9
1330	4	 871	57	12	1	1	1	1	1	5
1823	5	 202	54	16	0	0	0	0	0	3
2000	5	 171	24	12	0	0	0	1	0	6
2060	5	 110	32	10	1	0	1	1	0	9
0	1	 190	29	12	2	2	0	0	1	3
0	1	 87	59	12	0	0	0	0	0	4
2314	6	 27	39	16	0	0	0	0	1	4
0	1	 292	26	12	0	3	0	0	1	4
1450	4	 540	54	12	0	0	0	0	1	4
2952	6	 322	25	12	1	0	0	0	1	4
592	2	 200	32	10	1	2	0	1	0	5
1976	5	 220	52	9	0	0	0	1	1	6
0	1	 300	25	12	2	1	0	1	1	6
2040	5	 162	31	12	1	0	0	1	1	4
1992	5	 180	47	12	1	0	1	1	1	4
2000	5	 120	24	12	1	0	0	1	1	4
1944	5	 132	27	14	2	1	0	1	1	4
2120	5	 140	30	12	1	1	1	1	1	4
1760	5	 175	31	12	0	2	1	1	1	4
756	3	 170	32	12	0	0	0	1	1	4
1897	5	 309	28	11	0	2	0	1	1	4
2040	5	 240	32	12	0	2	0	1	1	6
2100	5	 390	31	12	0	1	0	1	1	4
2288	6	 188	36	14	0	3	1	1	0	4
1295	4	 108	38	12	0	1	1	0	0	5
0	1	 295	30	14	2	1	0	1	1	5
736	2	 178	24	12	2	1	0	1	0	5
1734	4	 228	45	12	1	0	0	1	1	6
2080	5	 271	26	13	0	0	0	1	0	6
0	1	 276	26	12	2	0	0	0	1	7
0	1	 133	22	12	0	1	0	0	0	3
2040	5	 190	25	12	0	0	0	0	0	4
1440	4	 127	23	10	0	0	0	0	0	6
943	3	 87	35	13	1	1	0	1	0	7
1987	5	 320	28	16	0	0	0	1	0	7
1792	5	 250	31	12	0	1	0	1	0	8
0	1	 66	48	12	0	0	3	1	1	7
1384	4	 30	25	13	2	0	0	1	0	7
0	1	 100	60	6	0	1	1	1	0	6
1800	5	 450	41	10	0	0	0	1	1	6
1656	4	 200	25	14	0	0	0	1	0	5
151	2	 47	27	11	0	0	0	1	0	6
1113	3	 306	31	14	2	0	0	0	0	3
2102	5	 175	26	15	0	0	0	1	0	2
3060	6	 205	19	14	1	0	0	1	0	4
1976	5	 85	20	12	0	0	0	1	0	5
0	1	 161	22	12	2	0	0	1	0	5
2024	5	 70	32	10	0	0	0	1	0	3
0	1	 43	53	7	0	1	0	1	1	5
1500	4	 194	40	11	0	0	0	1	1	5
522	2	 240	35	12	2	1	1	1	1	5
918	3	 69	34	12	0	2	0	1	1	5
0	1	 125	63	8	0	0	0	1	1	5
0	1	 102	38	12	0	1	0	0	1	5
2000	5	 250	53	12	0	0	0	0	1	5
0	1	 321	32	12	0	1	0	0	1	5
1839	5	 130	30	12	0	2	0	0	1	9
2352	6	 60	26	14	0	0	0	0	0	9
2000	5	 286	38	15	0	0	1	0	1	5
0	1	 255	58	12	0	0	0	0	1	7
275	2	 182	26	12	2	0	0	0	0	7
1208	3	 134	28	11	1	1	0	0	0	7
2000	5	 130	22	12	0	0	0	0	0	6
1960	5	 82	34	12	0	1	0	0	1	6
1944	5	 132	31	12	1	0	0	0	0	7
0	1	 487	55	12	0	0	0	0	1	7
0	1	 210	23	10	1	0	0	0	1	7
2640	6	 374	29	13	0	0	0	0	1	5
2064	5	 610	49	11	0	0	0	0	1	4
0	1	 140	32	11	0	1	0	0	1	7
136	2	 306	30	12	1	1	0	0	0	5
554	2	 470	27	12	1	0	0	0	1	4
0	1	 166	39	6	0	0	2	1	1	4
2062	5	 141	36	10	0	2	0	1	1	6
0	1	 225	46	8	0	0	0	1	1	4
992	3	 80	24	12	0	0	0	1	1	4
0	1	 110	25	10	4	1	0	1	1	4
1850	5	 230	37	17	0	0	0	1	1	4
1818	5	 108	30	13	2	0	0	1	1	4
2503	6	 140	29	12	1	1	0	1	0	4
2000	5	 120	31	9	1	2	1	1	1	3
1392	4	 90	21	12	1	0	0	1	0	4
1687	4	 154	43	12	1	1	0	1	1	4
1980	5	 220	27	11	1	1	0	1	1	4
1914	5	 255	34	12	0	1	0	0	1	4
1872	5	 201	36	14	0	1	2	1	1	6
1960	5	 230	31	12	0	2	0	1	1	6
176	2	 507	38	10	0	0	0	1	1	6
0	1	 266	27	13	1	0	0	1	1	5
0	1	 232	25	11	3	1	0	1	1	5
0	1	 91	62	12	0	1	0	1	1	5
0	1	 106	55	10	0	0	0	1	1	5
864	3	 281	32	12	1	4	1	1	1	5
1530	4	 65	58	5	0	0	1	1	1	10
868	3	 145	35	11	1	0	2	1	1	10
2056	5	 0	30	16	1	1	0	1	0	11
1920	5	 0	39	17	0	0	0	1	0	9
1992	5	 250	28	16	1	1	0	1	0	9
1936	5	 290	46	14	0	0	0	1	1	9
