"cust_id","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","treatment","visit","conversion","spend"
41161,5,"2) $100 - $200",149.92,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41163,3,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41164,2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41165,9,"1) $0 - $100",37.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41166,8,"5) $500 - $750",743.48,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
41167,8,"3) $200 - $350",262.97,1,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41169,10,"1) $0 - $100",86.47,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41170,12,"1) $0 - $100",67.64,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
41172,4,"1) $0 - $100",52.23,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,0
41173,8,"1) $0 - $100",30.73,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41174,11,"2) $100 - $200",168.78,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41180,1,"2) $100 - $200",113.89,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
41184,11,"2) $100 - $200",140.52,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
41185,5,"1) $0 - $100",59.69,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41186,4,"2) $100 - $200",100.49,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41187,2,"5) $500 - $750",509.12,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
41188,10,"1) $0 - $100",52.14,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
41189,7,"2) $100 - $200",161.18,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
41190,1,"4) $350 - $500",367,0,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41191,6,"1) $0 - $100",52.75,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
41193,1,"3) $200 - $350",263.86,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41194,2,"2) $100 - $200",152.04,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41196,11,"4) $350 - $500",353.82,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41197,4,"3) $200 - $350",313.2,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41198,4,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41199,10,"3) $200 - $350",222.26,1,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
41200,11,"1) $0 - $100",38.94,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41201,6,"3) $200 - $350",294.17,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41202,1,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41203,1,"2) $100 - $200",124.49,1,0,"Urban",1,"Web","No E-Mail",0,1,0,0
41205,1,"1) $0 - $100",36.85,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41206,7,"3) $200 - $350",317.42,1,0,"Urban",0,"Multichannel","Mens E-Mail",1,1,0,0
41207,8,"4) $350 - $500",386.27,0,1,"Surburban",0,"Phone","Mens E-Mail",1,1,0,0
41208,4,"2) $100 - $200",144.05,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41209,9,"3) $200 - $350",273.68,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
41210,12,"2) $100 - $200",162.31,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41211,10,"3) $200 - $350",316.53,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41213,10,"2) $100 - $200",135.49,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
41215,6,"2) $100 - $200",171.95,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41216,9,"2) $100 - $200",105.07,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41217,7,"5) $500 - $750",742.24,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
41218,6,"4) $350 - $500",491.09,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41220,3,"2) $100 - $200",124.18,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41221,5,"2) $100 - $200",192.89,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41222,10,"6) $750 - $1,000",948.43,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41223,4,"3) $200 - $350",260.84,1,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
41224,2,"4) $350 - $500",398.1,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41227,3,"4) $350 - $500",458.72,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
41229,5,"7) $1,000 +",1116.61,0,1,"Urban",1,"Multichannel","No E-Mail",0,0,0,0
41232,9,"2) $100 - $200",127.95,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41233,9,"1) $0 - $100",77.43,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
41234,12,"2) $100 - $200",158.63,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41235,7,"5) $500 - $750",524.78,0,1,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
41236,5,"2) $100 - $200",176.59,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41237,1,"1) $0 - $100",91.71,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41239,3,"3) $200 - $350",323.29,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
41240,10,"2) $100 - $200",179.13,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41241,12,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
41243,10,"1) $0 - $100",63.88,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41245,5,"2) $100 - $200",136.11,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41246,10,"2) $100 - $200",137.06,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
41247,8,"3) $200 - $350",251.56,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41248,2,"1) $0 - $100",31.99,0,1,"Surburban",0,"Web","No E-Mail",0,1,0,0
41249,3,"4) $350 - $500",430.63,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
41250,5,"2) $100 - $200",183.92,1,0,"Rural",1,"Phone","Mens E-Mail",1,0,0,0
41251,3,"3) $200 - $350",269.69,1,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41252,2,"1) $0 - $100",75.26,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41253,1,"5) $500 - $750",674.02,1,1,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41254,3,"5) $500 - $750",597.89,1,1,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
41255,9,"2) $100 - $200",184.15,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41256,8,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41258,3,"2) $100 - $200",129.85,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41260,3,"5) $500 - $750",640.97,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
41263,5,"2) $100 - $200",191.75,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41264,10,"1) $0 - $100",80.42,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
41265,11,"4) $350 - $500",365.56,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41266,6,"1) $0 - $100",81.77,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41268,4,"3) $200 - $350",239.07,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41269,6,"1) $0 - $100",81.12,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41270,2,"2) $100 - $200",128.51,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41273,11,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
41274,3,"1) $0 - $100",73.82,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41277,4,"5) $500 - $750",710.92,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41278,3,"3) $200 - $350",298.37,1,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
41279,1,"4) $350 - $500",419.87,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41280,3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41281,6,"1) $0 - $100",72.61,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41282,9,"1) $0 - $100",38.57,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41284,5,"4) $350 - $500",458.37,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41285,1,"1) $0 - $100",42.84,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41286,7,"3) $200 - $350",338.82,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41287,9,"2) $100 - $200",123.11,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
41288,7,"4) $350 - $500",352.87,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
41289,9,"2) $100 - $200",128.5,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41291,6,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41292,10,"3) $200 - $350",334.55,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41293,4,"2) $100 - $200",102.69,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41294,9,"3) $200 - $350",260.78,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41295,6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
41296,1,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41298,2,"3) $200 - $350",314.27,1,1,"Rural",0,"Web","Mens E-Mail",1,1,0,0
41299,3,"1) $0 - $100",56,1,0,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
41300,8,"3) $200 - $350",240.37,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,1,0,0
41301,1,"3) $200 - $350",273.27,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41302,8,"1) $0 - $100",40.35,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41303,12,"1) $0 - $100",54.04,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41304,2,"7) $1,000 +",1156.08,1,0,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
41305,9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41307,12,"1) $0 - $100",76.18,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41308,8,"2) $100 - $200",191.32,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41309,1,"5) $500 - $750",632.62,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
41310,3,"1) $0 - $100",49.72,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41312,5,"1) $0 - $100",35.5,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41314,3,"2) $100 - $200",178.95,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41315,5,"5) $500 - $750",655.89,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41316,2,"3) $200 - $350",250.13,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41317,12,"1) $0 - $100",29.99,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
41318,1,"3) $200 - $350",219.25,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41319,9,"2) $100 - $200",110.99,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
41320,7,"3) $200 - $350",221.85,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41322,2,"4) $350 - $500",486.42,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
41323,3,"2) $100 - $200",141.66,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41324,9,"1) $0 - $100",65.3,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41325,9,"1) $0 - $100",75.8,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41326,6,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41328,9,"2) $100 - $200",150.62,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41329,3,"1) $0 - $100",43.51,1,0,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
41330,2,"3) $200 - $350",286.5,1,1,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
41331,9,"2) $100 - $200",170.72,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41332,9,"3) $200 - $350",214.18,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41333,4,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41335,12,"1) $0 - $100",79.15,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41336,4,"2) $100 - $200",108.43,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
41337,12,"1) $0 - $100",40.41,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41338,2,"3) $200 - $350",225.2,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41339,1,"4) $350 - $500",362.3,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
41340,1,"6) $750 - $1,000",807.58,1,0,"Rural",1,"Web","No E-Mail",0,1,0,0
41341,6,"2) $100 - $200",127.42,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41343,10,"2) $100 - $200",108.54,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41344,12,"1) $0 - $100",77.47,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0
41345,11,"2) $100 - $200",154.46,1,0,"Surburban",0,"Web","No E-Mail",0,1,0,0
41346,5,"3) $200 - $350",282.76,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
41347,9,"1) $0 - $100",81.95,1,0,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
41349,10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41350,5,"2) $100 - $200",137.58,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41351,7,"3) $200 - $350",231.77,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
41352,8,"2) $100 - $200",184.24,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41353,5,"1) $0 - $100",64.28,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41354,8,"1) $0 - $100",89.98,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41355,11,"1) $0 - $100",80.46,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41356,2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41358,2,"1) $0 - $100",60.22,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
41360,8,"3) $200 - $350",249.33,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41362,5,"4) $350 - $500",403.82,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41363,9,"2) $100 - $200",110.72,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41364,9,"2) $100 - $200",178.98,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41365,8,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
41366,6,"2) $100 - $200",136.32,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41367,4,"1) $0 - $100",58.21,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41368,4,"3) $200 - $350",245.65,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41369,5,"4) $350 - $500",373,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41370,8,"3) $200 - $350",308.88,1,0,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,0
41372,11,"2) $100 - $200",124.46,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41373,1,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41374,9,"1) $0 - $100",50.22,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41375,1,"4) $350 - $500",443.12,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41376,3,"5) $500 - $750",502.1,1,1,"Rural",1,"Phone","No E-Mail",0,1,0,0
41380,2,"7) $1,000 +",1280.14,1,1,"Rural",1,"Phone","Mens E-Mail",1,1,0,0
41381,9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41383,3,"5) $500 - $750",585.93,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41384,1,"4) $350 - $500",495.72,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41385,6,"5) $500 - $750",625.48,1,1,"Surburban",1,"Web","Mens E-Mail",1,1,1,499
41387,1,"2) $100 - $200",142,1,0,"Surburban",1,"Phone","Mens E-Mail",1,1,0,0
41388,1,"4) $350 - $500",394.94,0,1,"Urban",1,"Multichannel","Mens E-Mail",1,0,0,0
41389,4,"2) $100 - $200",102.71,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41390,3,"1) $0 - $100",75.25,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41391,3,"3) $200 - $350",257.96,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41393,10,"5) $500 - $750",517.62,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41395,6,"2) $100 - $200",123.16,1,0,"Surburban",0,"Web","Mens E-Mail",1,1,0,0
41397,7,"4) $350 - $500",390.47,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41398,1,"1) $0 - $100",50.51,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41399,10,"3) $200 - $350",256.89,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41400,10,"2) $100 - $200",135.4,0,1,"Urban",0,"Web","Mens E-Mail",1,1,0,0
41401,3,"4) $350 - $500",358.35,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,0
41403,6,"1) $0 - $100",74.22,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
41404,1,"2) $100 - $200",119.94,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41405,2,"4) $350 - $500",499.62,0,1,"Rural",1,"Phone","Mens E-Mail",1,1,1,29.99
41406,1,"2) $100 - $200",196.58,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41408,2,"5) $500 - $750",574.39,0,1,"Rural",1,"Multichannel","Mens E-Mail",1,0,0,0
41409,5,"1) $0 - $100",46.92,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41410,2,"3) $200 - $350",257.05,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
41413,8,"1) $0 - $100",43.67,0,1,"Surburban",0,"Web","No E-Mail",0,1,0,0
41414,10,"3) $200 - $350",301.35,0,1,"Urban",0,"Web","Mens E-Mail",1,1,0,0
41415,9,"4) $350 - $500",427.55,1,0,"Rural",0,"Multichannel","Mens E-Mail",1,0,0,0
41416,6,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41418,4,"2) $100 - $200",187.41,0,1,"Surburban",1,"Web","Mens E-Mail",1,1,0,0
41419,9,"1) $0 - $100",71.22,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41420,2,"1) $0 - $100",74.92,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41421,1,"5) $500 - $750",669.66,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41422,4,"3) $200 - $350",314.43,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41424,3,"4) $350 - $500",364.49,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41425,10,"2) $100 - $200",132.44,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41426,3,"3) $200 - $350",255.29,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
41427,9,"1) $0 - $100",56.33,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41428,5,"1) $0 - $100",71.72,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41430,9,"2) $100 - $200",127.13,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41432,7,"2) $100 - $200",180.08,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
41436,10,"1) $0 - $100",40.9,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
41437,11,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41438,2,"4) $350 - $500",419.33,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41440,10,"3) $200 - $350",286.34,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41441,4,"2) $100 - $200",145.12,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41442,3,"2) $100 - $200",152.03,1,0,"Rural",0,"Web","Mens E-Mail",1,1,0,0
41443,6,"1) $0 - $100",44.43,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41444,7,"2) $100 - $200",161.88,1,0,"Surburban",0,"Phone","No E-Mail",0,1,0,0
41445,10,"2) $100 - $200",167.93,1,0,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41446,10,"1) $0 - $100",51.24,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41447,11,"1) $0 - $100",67.7,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
41448,10,"2) $100 - $200",121.45,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
41450,11,"1) $0 - $100",58.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41451,1,"1) $0 - $100",48.12,0,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41452,1,"5) $500 - $750",641.43,1,1,"Urban",1,"Multichannel","Mens E-Mail",1,1,0,0
41453,12,"5) $500 - $750",540.25,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41454,9,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
41455,4,"2) $100 - $200",144.34,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41456,5,"2) $100 - $200",112.05,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
41457,8,"1) $0 - $100",29.99,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41461,10,"1) $0 - $100",47.33,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41463,2,"1) $0 - $100",33.76,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41464,2,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
41465,9,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41466,2,"1) $0 - $100",72.47,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41467,9,"1) $0 - $100",86.3,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
41468,7,"2) $100 - $200",160.18,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41470,2,"3) $200 - $350",268.28,1,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
41471,8,"2) $100 - $200",143.2,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
41473,10,"4) $350 - $500",403.51,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41474,7,"4) $350 - $500",372.92,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41475,2,"1) $0 - $100",51.83,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41476,8,"4) $350 - $500",447.89,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41477,7,"3) $200 - $350",217.07,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41478,8,"4) $350 - $500",472.32,1,1,"Rural",0,"Multichannel","No E-Mail",0,0,0,0
41480,5,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
41481,9,"2) $100 - $200",135.74,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41482,1,"6) $750 - $1,000",948.48,1,1,"Rural",1,"Phone","No E-Mail",0,1,0,0
41483,4,"3) $200 - $350",320.4,1,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
41485,9,"1) $0 - $100",54.31,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
41486,2,"4) $350 - $500",492.87,1,1,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41487,10,"2) $100 - $200",124.32,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
41488,7,"3) $200 - $350",339.35,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,0
41490,4,"1) $0 - $100",73.1,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41493,5,"2) $100 - $200",115.65,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41494,4,"3) $200 - $350",222.93,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,0
41495,2,"1) $0 - $100",45.07,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0
41497,9,"5) $500 - $750",519.43,0,1,"Rural",1,"Web","Mens E-Mail",1,0,0,0
41498,1,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",1,1,0,0
41500,1,"1) $0 - $100",50.69,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41501,4,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,0
41502,12,"4) $350 - $500",392.86,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,0
41504,11,"4) $350 - $500",379.9,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
41505,4,"4) $350 - $500",398.18,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,0
41506,3,"3) $200 - $350",269.6,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,0
41508,10,"2) $100 - $200",155.25,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,0
41509,10,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,0
41510,8,"2) $100 - $200",123.83,1,0,"Surburban",0,"Web","No E-Mail",0,1,0,0
41511,6,"3) $200 - $350",322.57,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
41512,7,"1) $0 - $100",63.93,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
41514,4,"3) $200 - $350",222.43,1,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,0
41515,8,"3) $200 - $350",205.66,0,1,"Rural",0,"Phone","Mens E-Mail",1,0,0,0
41516,1,"3) $200 - $350",308.04,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0
41518,10,"1) $0 - $100",83.02,1,0,"Surburban",1,"Web","Mens E-Mail",1,0,0,0
